at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword_removal,steming_data,content_length,Sentiment
2025-10-03 05:16:14,Pengguna Google,5,aplikasi yang sangat cocok untuk belajar bahasa inggris dengan cepat . best deh pokok nya love you so much,aplikasi yang sangat cocok untuk belajar bahasa inggris dengan cepat  best deh pokok nya love you so much,aplikasi yang sangat cocok untuk belajar bahasa inggris dengan cepat  best deh pokok nya love you so much,aplikasi yang sangat cocok untuk belajar bahasa inggris dengan cepat best deh pokok ya love you sok much,"['aplikasi', 'yang', 'sangat', 'cocok', 'untuk', 'belajar', 'bahasa', 'inggris', 'dengan', 'cepat', 'best', 'deh', 'pokok', 'ya', 'love', 'you', 'sok', 'much']","['aplikasi', 'cocok', 'belajar', 'bahasa', 'inggris', 'cepat', 'best', 'deh', 'pokok', 'ya', 'love', 'you', 'sok', 'much']",aplikasi cocok ajar bahasa inggris cepat best deh pokok ya love you sok much,105,Netral
2025-10-03 05:15:44,Pengguna Google,5,seru belajar bahasa Inggris nya,seru belajar bahasa Inggris nya,seru belajar bahasa inggris nya,seru belajar bahasa inggris ya,"['seru', 'belajar', 'bahasa', 'inggris', 'ya']","['seru', 'belajar', 'bahasa', 'inggris', 'ya']",seru ajar bahasa inggris ya,31,Positif
2025-10-03 05:14:03,Pengguna Google,4,"Bagus,aku suka",Bagusaku suka,bagusaku suka,bagusaku suka,"['bagusaku', 'suka']","['bagusaku', 'suka']",bagusaku suka,13,Netral
2025-10-03 04:57:57,Pengguna Google,1,"This app is good to practice English, but some content support L***. I don't like it. I am sorry for this rating, but it's my personal preference. I hope u can improve.",This app is good to practice English but some content support L I dont like it I am sorry for this rating but its my personal preference I hope u can improve,this app is good to practice english but some content support l i dont like it i am sorry for this rating but its my personal preference i hope u can improve,this app is good tapi practice english but some content support l i dont like itu i sama sorry for this rating but its my personal preference i hope lu can improve,"['this', 'app', 'is', 'good', 'tapi', 'practice', 'english', 'but', 'some', 'content', 'support', 'l', 'i', 'dont', 'like', 'itu', 'i', 'sama', 'sorry', 'for', 'this', 'rating', 'but', 'its', 'my', 'personal', 'preference', 'i', 'hope', 'lu', 'can', 'improve']","['this', 'app', 'is', 'good', 'practice', 'english', 'but', 'some', 'content', 'support', 'l', 'i', 'dont', 'like', 'i', 'sorry', 'for', 'this', 'rating', 'but', 'its', 'my', 'personal', 'preference', 'i', 'hope', 'lu', 'can', 'improve']",this app is good practice english but some content support l i dont like i sorry for this rating but its my personal preference i hope lu can improve,157,Negatif
2025-10-03 04:56:53,Pengguna Google,4,cepat mengerti,cepat mengerti,cepat mengerti,cepat mengerti,"['cepat', 'mengerti']","['cepat', 'mengerti']",cepat erti,14,Positif
2025-10-03 04:55:01,Pengguna Google,5,duolingo sagat seru dan hebat👍👍,duolingo sagat seru dan hebat,duolingo sagat seru dan hebat,duolingo sagat seru dan hebat,"['duolingo', 'sagat', 'seru', 'dan', 'hebat']","['duolingo', 'sagat', 'seru', 'hebat']",duolingo sagat seru hebat,29,Positif
2025-10-03 04:41:21,Pengguna Google,5,aku bisa belajar sedikit demi sedikit,aku bisa belajar sedikit demi sedikit,aku bisa belajar sedikit demi sedikit,aku bisa belajar sedikit demi sedikit,"['aku', 'bisa', 'belajar', 'sedikit', 'demi', 'sedikit']",['belajar'],ajar,37,Positif
2025-10-03 04:36:18,Pengguna Google,5,"bagusss, akuu jadii bisa belajar bahasaaaa",bagusss akuu jadii bisa belajar bahasaaaa,bagusss akuu jadii bisa belajar bahasaaaa,bagus aku jadi bisa belajar bahasaaaa,"['bagus', 'aku', 'jadi', 'bisa', 'belajar', 'bahasaaaa']","['bagus', 'belajar', 'bahasaaaa']",bagus ajar bahasaaaa,41,Positif
2025-10-03 04:34:17,Pengguna Google,5,sangat bagus membuat saya jadi bisa bahasa inggris terimakasih ya duolingo,sangat bagus membuat saya jadi bisa bahasa inggris terimakasih ya duolingo,sangat bagus membuat saya jadi bisa bahasa inggris terimakasih ya duolingo,sangat bagus membuat saya jadi bisa bahasa inggris terimakasih ya duolingo,"['sangat', 'bagus', 'membuat', 'saya', 'jadi', 'bisa', 'bahasa', 'inggris', 'terimakasih', 'ya', 'duolingo']","['bagus', 'bahasa', 'inggris', 'terimakasih', 'ya', 'duolingo']",bagus bahasa inggris terimakasih ya duolingo,74,Positif
2025-10-03 04:19:40,Pengguna Google,5,bagus dan menyerukan ❤️,bagus dan menyerukan ,bagus dan menyerukan ,bagus dan menyerukan,"['bagus', 'dan', 'menyerukan']","['bagus', 'menyerukan']",bagus seru,21,Positif
2025-10-03 04:18:49,Pengguna Google,4,bisa menambah ilmu tapi suka marah marah jutek,bisa menambah ilmu tapi suka marah marah jutek,bisa menambah ilmu tapi suka marah marah jutek,bisa menambah ilmu tapi suka marah marah jutek,"['bisa', 'menambah', 'ilmu', 'tapi', 'suka', 'marah', 'marah', 'jutek']","['menambah', 'ilmu', 'suka', 'marah', 'marah', 'jutek']",tambah ilmu suka marah marah jutek,46,Netral
2025-10-03 04:18:26,Pengguna Google,5,bagus dan geratis bermanfaat buat belajar bahasa,bagus dan geratis bermanfaat buat belajar bahasa,bagus dan geratis bermanfaat buat belajar bahasa,bagus dan geratis bermanfaat buat belajar bahasa,"['bagus', 'dan', 'geratis', 'bermanfaat', 'buat', 'belajar', 'bahasa']","['bagus', 'geratis', 'bermanfaat', 'belajar', 'bahasa']",bagus gerat manfaat ajar bahasa,48,Positif
2025-10-03 04:18:10,Pengguna Google,5,aku jadi lumayan bisa bahasa Inggris 👍👍,aku jadi lumayan bisa bahasa Inggris ,aku jadi lumayan bisa bahasa inggris ,aku jadi lumayan bisa bahasa inggris,"['aku', 'jadi', 'lumayan', 'bisa', 'bahasa', 'inggris']","['lumayan', 'bahasa', 'inggris']",lumayan bahasa inggris,37,Positif
2025-10-03 04:18:03,Pengguna Google,5,berguna untuk belajar bahasa Inggris dan mengerti bahasa Inggrisnya,berguna untuk belajar bahasa Inggris dan mengerti bahasa Inggrisnya,berguna untuk belajar bahasa inggris dan mengerti bahasa inggrisnya,berguna untuk belajar bahasa inggris dan mengerti bahasa inggrisnya,"['berguna', 'untuk', 'belajar', 'bahasa', 'inggris', 'dan', 'mengerti', 'bahasa', 'inggrisnya']","['berguna', 'belajar', 'bahasa', 'inggris', 'mengerti', 'bahasa', 'inggrisnya']",guna ajar bahasa inggris erti bahasa inggris,67,Positif
2025-10-03 04:04:58,Pengguna Google,4,Mending pake hati daripada energiii,Mending pake hati daripada energiii,mending pake hati daripada energiii,mending pakai hati daripada energiii,"['mending', 'pakai', 'hati', 'daripada', 'energiii']","['mending', 'pakai', 'hati', 'energiii']",mending pakai hati energiii,35,Negatif
2025-10-03 04:03:47,Pengguna Google,5,bagus bet,bagus bet,bagus bet,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,9,Positif
2025-10-03 04:01:23,Pengguna Google,5,mudah dipahami 😎😎🫰,mudah dipahami ,mudah dipahami ,mudah dipahami,"['mudah', 'dipahami']","['mudah', 'dipahami']",mudah paham,15,Positif
2025-10-03 03:59:44,Pengguna Google,5,sangan bagus,sangan bagus,sangan bagus,sangan bagus,"['sangan', 'bagus']","['sangan', 'bagus']",sangan bagus,12,Positif
2025-10-03 03:53:29,Pengguna Google,5,"akuuu sukaa bangett,tapii di kuaranginn yaa iklann nyaa",akuuu sukaa bangetttapii di kuaranginn yaa iklann nyaa,akuuu sukaa bangetttapii di kuaranginn yaa iklann nyaa,aku suka bangetttapii di kuaranginn ya iklann nya,"['aku', 'suka', 'bangetttapii', 'di', 'kuaranginn', 'ya', 'iklann', 'nya']","['suka', 'bangetttapii', 'kuaranginn', 'ya', 'iklann', 'nya']",suka bangetttapii kuaranginn ya iklann nya,54,Netral
2025-10-03 03:43:14,Pengguna Google,5,ini sangat bagus untuk anak-anak,ini sangat bagus untuk anakanak,ini sangat bagus untuk anakanak,ini sangat bagus untuk anakanak,"['ini', 'sangat', 'bagus', 'untuk', 'anakanak']","['bagus', 'anakanak']",bagus anakanak,31,Positif
2025-10-03 03:41:46,Pengguna Google,5,"this app is really fun, and easy to study any language Five out five",this app is really fun and easy to study any language Five out five,this app is really fun and easy to study any language five out five,this app is really fun and easy tapi study any language five out five,"['this', 'app', 'is', 'really', 'fun', 'and', 'easy', 'tapi', 'study', 'any', 'language', 'five', 'out', 'five']","['this', 'app', 'is', 'really', 'fun', 'and', 'easy', 'study', 'any', 'language', 'five', 'out', 'five']",this app is really fun and easy study any language five out five,67,Negatif
2025-10-03 03:29:22,Pengguna Google,5,duolingo sangat membantu dan saya menjadi lebih p intar,duolingo sangat membantu dan saya menjadi lebih p intar,duolingo sangat membantu dan saya menjadi lebih p intar,duolingo sangat membantu dan saya menjadi lebih p intar,"['duolingo', 'sangat', 'membantu', 'dan', 'saya', 'menjadi', 'lebih', 'p', 'intar']","['duolingo', 'membantu', 'p', 'intar']",duolingo bantu p intar,55,Positif
2025-10-03 03:28:26,Pengguna Google,5,"makasi ya, semoga yang bikin ini diberkati",makasi ya semoga yang bikin ini diberkati,makasi ya semoga yang bikin ini diberkati,ya semoga yang bikin ini diberkati,"['ya', 'semoga', 'yang', 'bikin', 'ini', 'diberkati']","['ya', 'semoga', 'bikin', 'diberkati']",ya moga bikin kati,41,Netral
2025-10-03 03:22:00,Pengguna Google,5,"bagus juga ya. aku belajar bahasa Korea! pembelajarannya sistem games, itu menyenangkan dan masuk ke otak.. blm coba yg berbayar, msh yg gratis 7 hari. ini udah hari ke 3",bagus juga ya aku belajar bahasa Korea pembelajarannya sistem games itu menyenangkan dan masuk ke otak blm coba yg berbayar msh yg gratis  hari ini udah hari ke ,bagus juga ya aku belajar bahasa korea pembelajarannya sistem games itu menyenangkan dan masuk ke otak blm coba yg berbayar msh yg gratis  hari ini udah hari ke ,bagus juga ya aku belajar bahasa korea pembelajarannya sistem games itu menyenangkan dan masuk ke otak belum coba yang berbayar masih yang gratis hari ini sudah hari ke,"['bagus', 'juga', 'ya', 'aku', 'belajar', 'bahasa', 'korea', 'pembelajarannya', 'sistem', 'games', 'itu', 'menyenangkan', 'dan', 'masuk', 'ke', 'otak', 'belum', 'coba', 'yang', 'berbayar', 'masih', 'yang', 'gratis', 'hari', 'ini', 'sudah', 'hari', 'ke']","['bagus', 'ya', 'belajar', 'bahasa', 'korea', 'pembelajarannya', 'sistem', 'games', 'menyenangkan', 'masuk', 'otak', 'coba', 'berbayar', 'gratis']",bagus ya ajar bahasa korea ajar sistem games senang masuk otak coba bayar gratis,161,Positif
2025-10-03 03:18:01,Pengguna Google,5,"aku harap aku bisa lincah berbahasa Inggris, spanyol,mandarin karna belajar di duolingo",aku harap aku bisa lincah berbahasa Inggris spanyolmandarin karna belajar di duolingo,aku harap aku bisa lincah berbahasa inggris spanyolmandarin karna belajar di duolingo,aku harap aku bisa lincah berbahasa inggris spanyolmandarin karena belajar di duolingo,"['aku', 'harap', 'aku', 'bisa', 'lincah', 'berbahasa', 'inggris', 'spanyolmandarin', 'karena', 'belajar', 'di', 'duolingo']","['harap', 'lincah', 'berbahasa', 'inggris', 'spanyolmandarin', 'belajar', 'duolingo']",harap lincah bahasa inggris spanyolmandarin ajar duolingo,85,Positif
2025-10-03 03:17:50,Pengguna Google,5,"sangat menarik, menyenangkan dan mudah untuk dipahami",sangat menarik menyenangkan dan mudah untuk dipahami,sangat menarik menyenangkan dan mudah untuk dipahami,sangat menarik menyenangkan dan mudah untuk dipahami,"['sangat', 'menarik', 'menyenangkan', 'dan', 'mudah', 'untuk', 'dipahami']","['menarik', 'menyenangkan', 'mudah', 'dipahami']",tarik senang mudah paham,52,Positif
2025-10-03 03:14:29,Pengguna Google,5,Duolingo is great apps to learn English language,Duolingo is great apps to learn English language,duolingo is great apps to learn english language,duolingo is great apps tapi learn english language,"['duolingo', 'is', 'great', 'apps', 'tapi', 'learn', 'english', 'language']","['duolingo', 'is', 'great', 'apps', 'learn', 'english', 'language']",duolingo is great apps learn english language,48,Negatif
2025-10-03 02:58:06,Pengguna Google,5,belajar sambil bermain seru banget,belajar sambil bermain seru banget,belajar sambil bermain seru banget,belajar sambil bermain seru banget,"['belajar', 'sambil', 'bermain', 'seru', 'banget']","['belajar', 'bermain', 'seru', 'banget']",ajar main seru banget,34,Positif
2025-10-03 02:49:40,Pengguna Google,5,baikkk sekaliii,baikkk sekaliii,baikkk sekaliii,baikkk sekaliii,"['baikkk', 'sekaliii']","['baikkk', 'sekaliii']",baikkk sekaliii,15,Negatif
2025-10-03 02:18:30,Pengguna Google,5,baguss buat belajar,baguss buat belajar,baguss buat belajar,bagus buat belajar,"['bagus', 'buat', 'belajar']","['bagus', 'belajar']",bagus ajar,19,Positif
2025-10-03 02:15:44,Pengguna Google,5,bagus buat anak anak yang ingin belajar bahasa inggris,bagus buat anak anak yang ingin belajar bahasa inggris,bagus buat anak anak yang ingin belajar bahasa inggris,bagus buat anak anak yang ingin belajar bahasa inggris,"['bagus', 'buat', 'anak', 'anak', 'yang', 'ingin', 'belajar', 'bahasa', 'inggris']","['bagus', 'anak', 'anak', 'belajar', 'bahasa', 'inggris']",bagus anak anak ajar bahasa inggris,54,Positif
2025-10-03 02:00:31,Pengguna Google,5,bisa buat belajar dan seru,bisa buat belajar dan seru,bisa buat belajar dan seru,bisa buat belajar dan seru,"['bisa', 'buat', 'belajar', 'dan', 'seru']","['belajar', 'seru']",ajar seru,26,Positif
2025-10-03 01:52:13,Pengguna Google,5,"baguss bgtt ih aplikasi nya, bantu aku belajar",baguss bgtt ih aplikasi nya bantu aku belajar,baguss bgtt ih aplikasi nya bantu aku belajar,bagus banget ih aplikasi ya bantu aku belajar,"['bagus', 'banget', 'ih', 'aplikasi', 'ya', 'bantu', 'aku', 'belajar']","['bagus', 'banget', 'ih', 'aplikasi', 'ya', 'bantu', 'belajar']",bagus banget ih aplikasi ya bantu ajar,45,Positif
2025-10-03 01:50:11,Pengguna Google,5,sangat bagus untuk pemula yang baru belajar bahasa inggris,sangat bagus untuk pemula yang baru belajar bahasa inggris,sangat bagus untuk pemula yang baru belajar bahasa inggris,sangat bagus untuk pemula yang baru belajar bahasa inggris,"['sangat', 'bagus', 'untuk', 'pemula', 'yang', 'baru', 'belajar', 'bahasa', 'inggris']","['bagus', 'pemula', 'belajar', 'bahasa', 'inggris']",bagus mula ajar bahasa inggris,58,Positif
2025-10-03 01:43:41,Pengguna Google,2,jawabannya betul tapi dibuat salah udah kita report masih aja dibuat salah jawabannya banyak bug juga,jawabannya betul tapi dibuat salah udah kita report masih aja dibuat salah jawabannya banyak bug juga,jawabannya betul tapi dibuat salah udah kita report masih aja dibuat salah jawabannya banyak bug juga,jawabannya betul tapi dibuat salah sudah kita report masih saja dibuat salah jawabannya banyak bug juga,"['jawabannya', 'betul', 'tapi', 'dibuat', 'salah', 'sudah', 'kita', 'report', 'masih', 'saja', 'dibuat', 'salah', 'jawabannya', 'banyak', 'bug', 'juga']","['jawabannya', 'salah', 'report', 'salah', 'jawabannya', 'bug']",jawab salah report salah jawab bug,101,Negatif
2025-10-03 01:37:16,Pengguna Google,5,very nice😊👏,very nice,very nice,very nice,"['very', 'nice']","['very', 'nice']",very nice,9,Negatif
2025-10-03 01:23:35,Pengguna Google,5,Sangat bagus&menarik,Sangat bagusmenarik,sangat bagusmenarik,sangat bagusmenarik,"['sangat', 'bagusmenarik']",['bagusmenarik'],bagusmenarik,19,Netral
2025-10-03 01:20:43,Pengguna Google,5,cara mudah belajar bahasa Inggris,cara mudah belajar bahasa Inggris,cara mudah belajar bahasa inggris,cara mudah belajar bahasa inggris,"['cara', 'mudah', 'belajar', 'bahasa', 'inggris']","['mudah', 'belajar', 'bahasa', 'inggris']",mudah ajar bahasa inggris,33,Positif
2025-10-03 01:19:22,Pengguna Google,1,secara tidak langsung menormalisasikan penyimpangan seksual lewat soal soal sederhana. propaganda berkedok aplikasi belajar.,secara tidak langsung menormalisasikan penyimpangan seksual lewat soal soal sederhana propaganda berkedok aplikasi belajar,secara tidak langsung menormalisasikan penyimpangan seksual lewat soal soal sederhana propaganda berkedok aplikasi belajar,secara tidak langsung menormalisasikan penyimpangan seksual lewat soal soal sederhana propaganda berkedok aplikasi belajar,"['secara', 'tidak', 'langsung', 'menormalisasikan', 'penyimpangan', 'seksual', 'lewat', 'soal', 'soal', 'sederhana', 'propaganda', 'berkedok', 'aplikasi', 'belajar']","['langsung', 'menormalisasikan', 'penyimpangan', 'seksual', 'sederhana', 'propaganda', 'berkedok', 'aplikasi', 'belajar']",langsung normalisasi simpang seksual sederhana propaganda kedok aplikasi ajar,122,Positif
2025-10-03 01:18:38,Pengguna Google,5,Bismillah semoga pintar bahasa ingris,Bismillah semoga pintar bahasa ingris,bismillah semoga pintar bahasa ingris,bismillah semoga pintar bahasa ingris,"['bismillah', 'semoga', 'pintar', 'bahasa', 'ingris']","['bismillah', 'semoga', 'pintar', 'bahasa', 'ingris']",bismillah moga pintar bahasa ingris,37,Positif
2025-10-03 01:09:20,Pengguna Google,1,HEY DUOLINGO CAN YOU STOP SUPPORT LGBTQ?,HEY DUOLINGO CAN YOU STOP SUPPORT LGBTQ,hey duolingo can you stop support lgbtq,hey duolingo can you stop support lgbtq,"['hey', 'duolingo', 'can', 'you', 'stop', 'support', 'lgbtq']","['hey', 'duolingo', 'can', 'you', 'stop', 'support', 'lgbtq']",hey duolingo can you stop support lgbtq,39,Negatif
2025-10-03 01:09:05,Pengguna Google,5,bikinn pintarr,bikinn pintarr,bikinn pintarr,bikinn pintarr,"['bikinn', 'pintarr']","['bikinn', 'pintarr']",bikinn pintarr,14,Netral
2025-10-03 00:56:20,Pengguna Google,5,pengen liat lily senyum dong🥀,pengen liat lily senyum dong,pengen liat lily senyum dong,pengin lihat lily senyum dong,"['pengin', 'lihat', 'lily', 'senyum', 'dong']","['pengin', 'lihat', 'lily', 'senyum']",pengin lihat lily senyum,28,Netral
2025-10-03 00:54:21,Pengguna Google,5,bagus dan asik untuk belajar,bagus dan asik untuk belajar,bagus dan asik untuk belajar,bagus dan asik untuk belajar,"['bagus', 'dan', 'asik', 'untuk', 'belajar']","['bagus', 'asik', 'belajar']",bagus asik ajar,28,Positif
2025-10-03 00:54:18,Pengguna Google,5,baguss aku jadi lebihh paham,baguss aku jadi lebihh paham,baguss aku jadi lebihh paham,bagus aku jadi lebihh paham,"['bagus', 'aku', 'jadi', 'lebihh', 'paham']","['bagus', 'lebihh', 'paham']",bagus lebihh paham,28,Positif
2025-10-03 00:37:49,Pengguna Google,5,aplikasi ini seruh kita bisa bermain dan juga pelajar,aplikasi ini seruh kita bisa bermain dan juga pelajar,aplikasi ini seruh kita bisa bermain dan juga pelajar,aplikasi ini seruh kita bisa bermain dan juga pelajar,"['aplikasi', 'ini', 'seruh', 'kita', 'bisa', 'bermain', 'dan', 'juga', 'pelajar']","['aplikasi', 'seruh', 'bermain', 'pelajar']",aplikasi seruh main ajar,53,Positif
2025-10-03 00:34:51,Pengguna Google,5,seru aku makin lancar bahasa Inggris ny makasih duolingo,seru aku makin lancar bahasa Inggris ny makasih duolingo,seru aku makin lancar bahasa inggris ny makasih duolingo,seru aku makin lancar bahasa inggris nya duolingo,"['seru', 'aku', 'makin', 'lancar', 'bahasa', 'inggris', 'nya', 'duolingo']","['seru', 'lancar', 'bahasa', 'inggris', 'nya', 'duolingo']",seru lancar bahasa inggris nya duolingo,56,Positif
2025-10-03 00:34:07,Pengguna Google,5,seru bisa belajar bahasa dan bikin saya pintar bahasa inggris,seru bisa belajar bahasa dan bikin saya pintar bahasa inggris,seru bisa belajar bahasa dan bikin saya pintar bahasa inggris,seru bisa belajar bahasa dan bikin saya pintar bahasa inggris,"['seru', 'bisa', 'belajar', 'bahasa', 'dan', 'bikin', 'saya', 'pintar', 'bahasa', 'inggris']","['seru', 'belajar', 'bahasa', 'bikin', 'pintar', 'bahasa', 'inggris']",seru ajar bahasa bikin pintar bahasa inggris,61,Positif
2025-10-03 00:31:22,Pengguna Google,5,sangat bisa di pelajaran kalau pakai aplikasi ini kalian wajib si kalo mau belajar bahasa Jepang atau apa sangat mudah di pelajari dan ada karakter yang membuat kita semua,sangat bisa di pelajaran kalau pakai aplikasi ini kalian wajib si kalo mau belajar bahasa Jepang atau apa sangat mudah di pelajari dan ada karakter yang membuat kita semua,sangat bisa di pelajaran kalau pakai aplikasi ini kalian wajib si kalo mau belajar bahasa jepang atau apa sangat mudah di pelajari dan ada karakter yang membuat kita semua,sangat bisa di pelajaran kalau pakai aplikasi ini kalian wajib sih kalau mau belajar bahasa jepang atau apa sangat mudah di pelajari dan ada karakter yang membuat kita semua,"['sangat', 'bisa', 'di', 'pelajaran', 'kalau', 'pakai', 'aplikasi', 'ini', 'kalian', 'wajib', 'sih', 'kalau', 'mau', 'belajar', 'bahasa', 'jepang', 'atau', 'apa', 'sangat', 'mudah', 'di', 'pelajari', 'dan', 'ada', 'karakter', 'yang', 'membuat', 'kita', 'semua']","['pelajaran', 'pakai', 'aplikasi', 'wajib', 'sih', 'belajar', 'bahasa', 'jepang', 'mudah', 'pelajari', 'karakter']",ajar pakai aplikasi wajib sih ajar bahasa jepang mudah ajar karakter,171,Positif
2025-10-03 00:21:27,Pengguna Google,5,bagus buat yg mau belajar bahasa. 😅😅😅,bagus buat yg mau belajar bahasa ,bagus buat yg mau belajar bahasa ,bagus buat yang mau belajar bahasa,"['bagus', 'buat', 'yang', 'mau', 'belajar', 'bahasa']","['bagus', 'belajar', 'bahasa']",bagus ajar bahasa,33,Positif
2025-10-03 00:05:18,Pengguna Google,5,plissss ganti ke hati lagi soalnya cepet habissssss,plissss ganti ke hati lagi soalnya cepet habissssss,plissss ganti ke hati lagi soalnya cepet habissssss,plissss ganti ke hati lagi soalnya cepat habissssss,"['plissss', 'ganti', 'ke', 'hati', 'lagi', 'soalnya', 'cepat', 'habissssss']","['plissss', 'ganti', 'hati', 'cepat', 'habissssss']",plissss ganti hati cepat habissssss,51,Negatif
2025-10-02 23:47:44,Pengguna Google,5,bagus membuat pintar bahasa Jepang dan saya sudah hampir mahir,bagus membuat pintar bahasa Jepang dan saya sudah hampir mahir,bagus membuat pintar bahasa jepang dan saya sudah hampir mahir,bagus membuat pintar bahasa jepang dan saya sudah hampir mahir,"['bagus', 'membuat', 'pintar', 'bahasa', 'jepang', 'dan', 'saya', 'sudah', 'hampir', 'mahir']","['bagus', 'pintar', 'bahasa', 'jepang', 'mahir']",bagus pintar bahasa jepang mahir,62,Positif
2025-10-02 23:47:13,Pengguna Google,5,menyenangkan sekali,menyenangkan sekali,menyenangkan sekali,menyenangkan sekali,"['menyenangkan', 'sekali']",['menyenangkan'],senang,19,Positif
2025-10-02 23:42:07,Pengguna Google,5,Masya Allah bagus banget aplikasi nya semoga bermanfaat,Masya Allah bagus banget aplikasi nya semoga bermanfaat,masya allah bagus banget aplikasi nya semoga bermanfaat,masya allah bagus banget aplikasi ya semoga bermanfaat,"['masya', 'allah', 'bagus', 'banget', 'aplikasi', 'ya', 'semoga', 'bermanfaat']","['masya', 'allah', 'bagus', 'banget', 'aplikasi', 'ya', 'semoga', 'bermanfaat']",masya allah bagus banget aplikasi ya moga manfaat,55,Positif
2025-10-02 23:41:36,Pengguna Google,5,suka banget sama aplikasinya nilai ujian bahasa inggris saya jadi bagus banget makasih Duolingo,suka banget sama aplikasinya nilai ujian bahasa inggris saya jadi bagus banget makasih Duolingo,suka banget sama aplikasinya nilai ujian bahasa inggris saya jadi bagus banget makasih duolingo,suka banget sama aplikasinya nilai ujian bahasa inggris saya jadi bagus banget duolingo,"['suka', 'banget', 'sama', 'aplikasinya', 'nilai', 'ujian', 'bahasa', 'inggris', 'saya', 'jadi', 'bagus', 'banget', 'duolingo']","['suka', 'banget', 'aplikasinya', 'nilai', 'ujian', 'bahasa', 'inggris', 'bagus', 'banget', 'duolingo']",suka banget aplikasi nilai uji bahasa inggris bagus banget duolingo,95,Positif
2025-10-02 23:39:03,Pengguna Google,5,Baguss ngelatih bett!,Baguss ngelatih bett,baguss ngelatih bett,bagus ngelatih bett,"['bagus', 'ngelatih', 'bett']","['bagus', 'ngelatih', 'bett']",bagus ngelatih bett,20,Positif
2025-10-02 23:31:16,Pengguna Google,5,aplikasinya seru si tapi marbaterai jadi gak seru,aplikasinya seru si tapi marbaterai jadi gak seru,aplikasinya seru si tapi marbaterai jadi gak seru,aplikasinya seru sih tapi marbaterai jadi tidak seru,"['aplikasinya', 'seru', 'sih', 'tapi', 'marbaterai', 'jadi', 'tidak', 'seru']","['aplikasinya', 'seru', 'sih', 'marbaterai', 'seru']",aplikasi seru sih marbaterai seru,49,Positif
2025-10-02 23:28:59,Pengguna Google,5,就像它一样,,,,[],[],,0,Netral
2025-10-02 23:26:12,Pengguna Google,5,seru banget aku suka dan bisa membuat ku pintar belajar bahasa Inggris dll.,seru banget aku suka dan bisa membuat ku pintar belajar bahasa Inggris dll,seru banget aku suka dan bisa membuat ku pintar belajar bahasa inggris dll,seru banget aku suka dan bisa membuat ku pintar belajar bahasa inggris dll,"['seru', 'banget', 'aku', 'suka', 'dan', 'bisa', 'membuat', 'ku', 'pintar', 'belajar', 'bahasa', 'inggris', 'dll']","['seru', 'banget', 'suka', 'ku', 'pintar', 'belajar', 'bahasa', 'inggris', 'dll']",seru banget suka ku pintar ajar bahasa inggris dll,74,Positif
2025-10-02 23:14:30,Pengguna Google,5,bagus banget mudah untuk belajar di sini,bagus banget mudah untuk belajar di sini,bagus banget mudah untuk belajar di sini,bagus banget mudah untuk belajar di sini,"['bagus', 'banget', 'mudah', 'untuk', 'belajar', 'di', 'sini']","['bagus', 'banget', 'mudah', 'belajar']",bagus banget mudah ajar,40,Positif
2025-10-02 23:05:52,Pengguna Google,5,unik dan pembelajaran seru sekali,unik dan pembelajaran seru sekali,unik dan pembelajaran seru sekali,unik dan pembelajaran seru sekali,"['unik', 'dan', 'pembelajaran', 'seru', 'sekali']","['unik', 'pembelajaran', 'seru']",unik ajar seru,33,Positif
2025-10-02 22:58:47,Pengguna Google,5,keren sekali pembelajarannya menyenangkan. dan mudah bagi pemula,keren sekali pembelajarannya menyenangkan dan mudah bagi pemula,keren sekali pembelajarannya menyenangkan dan mudah bagi pemula,keren sekali pembelajarannya menyenangkan dan mudah bagi pemula,"['keren', 'sekali', 'pembelajarannya', 'menyenangkan', 'dan', 'mudah', 'bagi', 'pemula']","['keren', 'pembelajarannya', 'menyenangkan', 'mudah', 'pemula']",keren ajar senang mudah mula,63,Positif
2025-10-02 22:49:05,Pengguna Google,5,👍🏼,,,,[],[],,0,Netral
2025-10-02 22:46:37,Pengguna Google,5,seru iii bisa blajar bahasa cuma modal duolinggo thankyuu,seru iii bisa blajar bahasa cuma modal duolinggo thankyuu,seru iii bisa blajar bahasa cuma modal duolinggo thankyuu,seru iii bisa belajar bahasa cuma modal duolinggo thankyuu,"['seru', 'iii', 'bisa', 'belajar', 'bahasa', 'cuma', 'modal', 'duolinggo', 'thankyuu']","['seru', 'iii', 'belajar', 'bahasa', 'modal', 'duolinggo', 'thankyuu']",seru iii ajar bahasa modal duolinggo thankyuu,57,Positif
2025-10-02 22:44:26,Pengguna Google,5,saya sangat suka,saya sangat suka,saya sangat suka,saya sangat suka,"['saya', 'sangat', 'suka']",['suka'],suka,16,Netral
